split,future info share,Bias-only baseline RMSE,Tuned SVD RMSE,new-user share,Tuned RMSE returning users,Tuned RMSE new users
random,0.97995,0.9500460954576447,0.9213337532303719,0.0,0.9213337532303719,
user_chrono,0.9443599430842451,0.9981625533769962,0.9715091250894939,0.0,0.9715091250894939,
global_chrono,0.0,1.0299917567528158,1.0208103467651612,0.8524,0.978806564275158,1.027909320701592
