actual,mean predicted (untuned),mean predicted (tuned),n,mean signed error (tuned),RMSE (tuned)
1.0,2.7497836923647343,2.7701202756421828,1253,1.7701202756421828,1.896316450068969
2.0,3.0729660476498033,3.1006830704946964,2296,1.1006830704946966,1.2169767646448768
3.0,3.3576974858423703,3.3689246697248336,5507,0.3689246697248339,0.5980833685223659
4.0,3.695107328099916,3.6848346280654294,6797,-0.31516537193457067,0.5320898077065952
5.0,4.001928079214474,3.9673015444313835,4147,-1.032698455568616,1.1172649330773798
