actual,n,mean_predicted,mean_signed_error,rmse
1.0,1253,2.7701202756421828,1.7701202756421828,1.896316450068969
2.0,2296,3.1006830704946964,1.1006830704946966,1.2169767646448768
3.0,5507,3.3689246697248336,0.3689246697248339,0.5980833685223659
4.0,6797,3.6848346280654294,-0.31516537193457067,0.5320898077065952
5.0,4147,3.9673015444313835,-1.032698455568616,1.1172649330773798
